AltitudeVariation,VehicleSpeedInstantaneous,VehicleSpeedAverage,VehicleSpeedVariance,VehicleSpeedVariation,LongitudinalAcceleration,EngineLoad,EngineCoolantTemperature,ManifoldAbsolutePressure,EngineRPM,MassAirFlow,IntakeAirTemperature,VerticalAcceleration,FuelConsumptionAverage,roadSurface
0.59997558,3.828059673,8.147762758,25.31604513,-1.576260567,7.1411,46.27450943,42.00,99.00,899.00,6.199999809,19.00,16.9427,35.63587952,SmoothCondition
0.60003662,5.629499912,8.234081757,24.41171598,1.801440239,6.9776,56.47058868,42.00,101.00,1066.00,10.960000040,19.00,17.0199,36.04875183,SmoothCondition
0.70001221,8.106479645,8.346671750,23.59612242,2.476979733,7.1102,34.50980377,42.00,102.00,1629.00,10.930000310,22.00,17.0740,36.11769485,SmoothCondition
0.69995118,9.232379913,8.466767750,22.91775022,1.125900268,7.1609,27.84313774,42.00,103.00,1629.00,12.850000380,22.00,17.0855,36.16093826,SmoothCondition
0.50000000,11.709359170,8.643158735,22.15095757,2.476979257,7.2194,4.70588255,42.00,104.00,1849.00,14.819999690,22.00,17.0393,36.18777847,SmoothCondition
0.59997559,13.735980030,8.853326735,21.58786291,2.026620860,7.2545,56.47058868,42.00,102.00,967.00,9.439999580,22.00,17.0508,35.79736328,SmoothCondition
0.50000000,15.312238690,9.086012713,21.28591838,1.576258660,7.3247,38.03921509,43.00,100.00,1121.00,8.060000420,20.00,17.0586,35.18285751,SmoothCondition
0.40002441,16.438138960,9.326204697,21.29875232,1.125900270,7.3013,38.43137360,43.00,100.00,1250.00,9.199999809,20.00,17.0586,34.61700439,SmoothCondition
0.29998779,17.338859560,9.615185689,20.82780220,0.900720600,7.2077,48.62745285,43.00,102.00,1250.00,13.109999660,20.00,17.1048,34.41260910,SmoothCondition
0.00000000,19.140298840,9.907919671,21.18308801,1.801439280,7.1181,45.88235474,43.00,107.00,1363.00,14.899999620,21.00,17.1473,34.22970200,SmoothCondition
0.00000000,20.491378780,10.204406650,22.11211113,1.351079940,7.0986,25.09803963,43.00,103.00,1509.00,11.590000150,22.00,17.1357,33.75385666,SmoothCondition
0.09997559,20.716560360,10.519658650,22.68723821,0.225181580,7.3443,0.00000000,43.00,101.00,1503.00,10.890000340,20.00,17.1280,33.19510269,SmoothCondition
0.20001220,18.689939500,10.827404650,21.92613215,-2.026620860,7.4417,0.00000000,43.00,101.00,1351.00,12.119999890,21.00,17.1009,32.90083694,SmoothCondition
0.40002441,14.636699680,11.052584640,20.52527071,-4.053239820,7.4222,25.09803963,43.00,100.00,1044.00,9.050000191,20.00,17.0507,32.57619858,SmoothCondition
0.40002441,13.735980030,11.161421640,20.38445413,-0.900719650,7.4027,77.64705658,43.00,101.00,951.00,10.069999690,17.00,17.0661,32.44311523,SmoothCondition
0.59997559,15.537419320,11.251493640,20.68284619,1.801439290,7.2467,72.94117737,43.00,105.00,1127.00,12.340000150,21.00,17.1046,32.35058975,SmoothCondition
0.70001221,19.365480420,11.382848640,21.78025958,3.828061100,7.0441,58.43137360,43.00,111.00,1350.00,15.430000310,21.00,17.1818,32.25397491,SmoothCondition
0.79998779,22.743179320,11.574251630,23.93015226,3.377698900,6.8921,48.23529434,44.00,117.00,1592.00,19.290000920,23.00,17.2203,32.20193100,SmoothCondition
1.00000000,24.994979860,11.784419640,26.92690754,2.251800540,6.7557,40.78431320,44.00,122.00,1760.00,22.260000230,23.00,17.1662,32.15929794,SmoothCondition
0.89996338,27.021598820,12.039623630,30.79569145,2.026618960,6.6661,31.76470566,44.00,115.00,1908.00,18.670000080,23.00,17.1624,31.97676086,SmoothCondition
0.70001220,28.147499080,12.354875620,34.95874238,1.125900260,6.7051,29.80392265,44.00,113.00,1980.00,18.780000690,22.00,17.1200,31.78227425,SmoothCondition
0.40002442,29.048217770,12.722669590,39.05481481,0.900718690,6.7246,25.49019623,44.00,111.00,2039.00,16.739999770,22.00,17.1508,31.49593163,SmoothCondition
0.29998780,29.273399350,13.116734580,42.68695662,0.225181580,6.7363,24.70588303,44.00,110.00,2080.00,17.680000310,21.00,17.1084,31.25893784,SmoothCondition
0.29998780,29.723760600,13.514552590,46.30662306,0.450361250,6.7948,21.96078491,45.00,110.00,2095.00,17.379999160,21.00,17.0466,30.99839592,SmoothCondition
0.20001221,29.498579030,13.889852580,49.77010267,-0.225181570,6.7714,22.35294151,45.00,109.00,2106.00,17.260000230,21.00,17.0080,30.74434090,SmoothCondition
0.00000000,29.723760600,14.257646600,53.22326990,0.225181570,6.7675,23.52941132,45.00,109.00,2103.00,17.379999160,21.00,16.9849,30.50523567,SmoothCondition
